,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
1,BT equipment returns - already returned the equipment and still keep getting text reminders!,https://community.bt.com/t5/BT-Devices/BT-equipment-returns-already-returned-the-equipment-and-still/m-p/2223543#M26718,"I recently upgraded to the Home Hub 2 and since doing so my Linux Distribution software (I use Deluge to download my Linux Torrents) has been showing ""Error : The Requested Address is not valid in its context"".       From doing some web sleuthing this seems to be a port forwarding issue, however deluge and the Home Hub seem to be speaking via UPNP as there are already rules in the Home Hub port forwarding page related to Deluge.  Despite this I've tried setting up manual port forwarding but this has not helped.      Any ideas what I'm doing wrong? ",28,Mar,2022,15,Keith_Beddoe,BTDevices
2,Unable to download Linux Distros since upgrading to BT Home Hub 2,https://community.bt.com/t5/BT-Devices/Unable-to-download-Linux-Distros-since-upgrading-to-BT-Home-Hub/m-p/2223430#M26716,"I appreciate that others have reported identical issues on these forums - I found the answer posted   A href=""https:  community.bt.com t5 BT-Devices Smarthub2-has-started-to-make-clicking-noises-and-slightly-warm td-p 2009376"" target=""_blank"" rel=""noopener"" here   A  rather interesting.      However, in my own case, I have noticed an interesting correlation.      Whenever I mention the Home Hub clicking to the people at the BT Consumer Resolution office (even in passing) within a couple of hours the clicking ceases. The silence lasts for a few days and then gradually returns to the previous frequency (four or five times per hour).      Whilst correlation does not equal causation this has occured on at least four occasions. Hence we are moving away from mere coincidence and towards this occuring more probably as a result of some action undertaken by or on behalf of BT.      I know that they have, on previous occasions, attempted (sometimes unsuccessfully) to access my Home Hub. I know because they have advised me of the fact.      Presumably they use Port 8085   TR-069 ?      I am just wondering what action they might be taking and at what point in the network (router   cabinet   frame etc), to result in such an outcome ?      It's bugging me.      Arthur ",28,Mar,2022,00,Sheepdemon,BTDevices
3,Home Hub clicking noises,https://community.bt.com/t5/BT-Devices/Home-Hub-clicking-noises/m-p/2223054#M26679,Does the BT Decor 2600 Phone retain the phone numbers that you have setup when the power to the phone is disconnected? ,25,Mar,2022,13,ArthurCJ,BTDevices
4,BT Decor 2600,https://community.bt.com/t5/BT-Devices/BT-Decor-2600/m-p/2222912#M26674,"Hello all      One of the Black BT Wifi Discs   A href=""https:  www.bt.com broadband complete-wifi"" target=""_blank"" rel=""noopener""     https:  www.bt.com broadband complete-wifi        A  , the one closest to me during the day seems to have acquired a poltergeist. It's happened before, but now is more evident.      There is significant clicking (which does happen during a re-boot) but in the morning, the Disc has twisted slightly to its side, the result of hardware movement inside the unit.      Anyone else?      Thanks ",24,Mar,2022,17,ienttraveller,BTDevices
5,Black Wifi Disc has acquired a poltergeist,https://community.bt.com/t5/BT-Devices/Black-Wifi-Disc-has-acquired-a-poltergeist/m-p/2222790#M26669,Hi so no full fibre for 4 weeks now hybrid connect kicked in and was working great woke up Friday morning 18th March was flashing red assumed it was down to the fog and couldn't get a signal came home from work still the same called bt and they sent a new hybrid connect out received yesterday tried  connecting with no luck was told to factory reset and now just flashes green when I connect to smart hub after a while the connect light goes to solid white I believe that means firmware update but I have no broadband so does it do this update over the 4g network ,24,Mar,2022,09,User12345,BTDevices
6,Hybrid connect,https://community.bt.com/t5/BT-Devices/Hybrid-connect/m-p/2222743#M26668,"uid=""211691""           uid=""17""       come on guys this is still happening. Can you outline a detailed account of what Dev has royally screwed the app? This is a serious hazard as I can no longer use your product to monitor my baby. What is going on? Why can't I use your app?? ",23,Mar,2022,20,Kegpalm,BTDevices
7,Re: BT Smart home cam,https://community.bt.com/t5/BT-Devices/Re-BT-Smart-home-cam/m-p/2222363#M26657,Hi please help to config one disc that is not working.  Thanks Satish ,22,Mar,2022,08,ElRaymond,BTDevices
8,Home hub one disc not working,https://community.bt.com/t5/BT-Devices/Home-hub-one-disc-not-working/m-p/2222463#M26645,"Hi all      I've got 6 (white) Whole Home WIFI discs, 1 of which is in an outbuilding and had been connected wirelessly to another in the main house successfully, although due to the distance (approx 20m) the signal wasn't the best.  Have just run a CAT7 cable from the house to the outbuilding and have connected up the outbuilding disc (to the router itself), which is fine and working OK.       My question is - could I connect a network switch and will this work?  So essentially the disc is connected via ethernet and can just plug in other devices to the switch also?  By extension, could I then connect an additional disc to this switch?  Have looked around and seems a switch to the disc is fine, but can't find an answer on when the disc is connected up via ethernet so any help would be appreciated before I order a switch!      Thanks, James ",22,Mar,2022,14,Shahs2,BTDevices
9,Whole Home WIFI - network switch with ethernet connection,https://community.bt.com/t5/BT-Devices/Whole-Home-WIFI-network-switch-with-ethernet-connection/m-p/2222432#M26641,Just upgraded to Halo with EE backup and have instantly lost all connections to my white booster discs which I need because of very thick wall in an old granite cottage. Are they not compatible to this new system? ,22,Mar,2022,13,jamundo86,BTDevices
10,I cannot get my white discs to work with the the new BT Halo and EE hubs,https://community.bt.com/t5/BT-Devices/I-cannot-get-my-white-discs-to-work-with-the-the-new-BT-Halo-and/m-p/2222411#M26639,"I have a set of 3 Whole Home discs bought late 2018, running firmware v1.02.13 build07. In the last 2 weeks I noticed one disc had no devices connected but was still listed in the app as working with good signal. I rebooted it a few times and it made no difference.  I factory reset the device and tried to add it back to Whole Home and it won't. I plug it in via ethernet cable and wait for the solid blue light (as normal)... the wizard quickly says ""device found"" then sits for a few minutes before reporting a failure. I've tried several times.      It sounds to me like the disc may have failed. Does this sound likely? Is there anything else I can try test before writing it off?      Clearly I'm outside any warranty period and it puts me in a tricky position. A single add-on disc is expensive - half the cost of my 3-disc system. It's an OK system but there are a lot more options these days... even BT now has multiple products (mini standard premium) so maybe I cut my losses and start over, even.       Any advice or general thoughts welcome. ",22,Mar,2022,11,ianpwebb,BTDevices
11,Is my Whole Home disc dead?,https://community.bt.com/t5/BT-Devices/Is-my-Whole-Home-disc-dead/m-p/2222403#M26637,Got 4x discs were originally working and connected to my network around the house all stable blue and working in the last few days all of them are flashing red.      Is there a block or a setting in the hub preventing the pair to complete?      So i did what i used to do and pair them again with the smart hub with the ethernet cable instructions they boot up to purple then to blue then straight to red again they never get to stable blue just red.        Ive reset all discs via a pin      Tried a different port on the hub      Tried a different network cable      Factory Reset the smart hub 2 also no change.      Has a firmware upgrade gone wrong and corrupted them any clues? My broadband is working and have no issues with the line or hub just pairing the discs they boot up after purple then flash blue then after a second or 2 straight to red again.             I have been previously successful on doing the pairing without fault only this time its not working. ,22,Mar,2022,10,MrBoy,BTDevices
12,BT Complete Wifi Black Discs - Red LED no longer automatically pairing with Smart Hub 2,https://community.bt.com/t5/BT-Devices/BT-Complete-Wifi-Black-Discs-Red-LED-no-longer-automatically/m-p/2222366#M26628,How do I add an additional camera to my BT Smart Baby monitor?      I have read lots of previous posts with the same issue and there doesn't seem to be a solution!       My monitor lights flash green for approximately 20 seconds when trying to pair with the additional camera and then then beeps for around 5 seconds resulting in an epic fail to connect. ,22,Mar,2022,08,Borse2008,BTDevices
13,How to add additional camera to BT Smart Baby Monitor with 5 inch screen?,https://community.bt.com/t5/BT-Devices/How-to-add-additional-camera-to-BT-Smart-Baby-Monitor-with-5/m-p/2222331#M26624,How do I order another WiFi Disc I cant find anywhere to order on the web site. ,21,Mar,2022,21,Martyn2909,BTDevices
